,age,job,marital,education,housing,loan,contact,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y
1927,34,admin.,single,university.degree,no,no,telephone,16,999,0,nonexistent,1.4,94.465,-41.8,4.8660000000000005,5228.1,no
1928,41,blue-collar,married,basic.4y,yes,no,cellular,1,999,2,failure,-1.8,92.89299999999999,-46.2,1.344,5099.1,no
1929,51,management,married,university.degree,yes,no,cellular,1,999,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1,no
1930,26,admin.,single,high.school,no,no,telephone,2,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,yes
1931,34,admin.,single,university.degree,no,no,cellular,3,3,2,success,-3.4,92.37899999999999,-29.8,0.773,5017.5,yes
1932,41,technician,married,university.degree,yes,yes,cellular,1,999,0,nonexistent,-1.8,93.075,-47.1,1.435,5099.1,no
1934,26,blue-collar,married,basic.9y,yes,no,telephone,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
1935,32,blue-collar,married,basic.6y,yes,no,cellular,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.281,5099.1,yes
1936,49,blue-collar,married,basic.6y,no,yes,cellular,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.291,5099.1,no
1937,39,technician,married,high.school,no,no,cellular,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
1939,52,retired,divorced,professional.course,no,no,cellular,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.961,5228.1,no
1940,57,self-employed,married,university.degree,no,yes,cellular,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,yes
1941,38,housemaid,married,university.degree,no,no,telephone,5,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
1942,31,admin.,married,high.school,no,no,cellular,2,999,1,failure,-1.8,92.89299999999999,-46.2,1.266,5099.1,no
1943,57,blue-collar,married,basic.4y,no,no,cellular,3,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,no
1945,32,admin.,married,high.school,yes,no,cellular,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.963,5228.1,no
1946,31,blue-collar,married,basic.9y,yes,no,telephone,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
1947,32,entrepreneur,married,high.school,yes,no,cellular,1,999,0,nonexistent,-0.1,93.2,-42.0,4.0760000000000005,5195.8,no
1949,58,blue-collar,married,basic.4y,yes,no,telephone,2,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,yes
1950,44,admin.,married,university.degree,yes,no,telephone,1,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,no
1952,47,admin.,married,basic.6y,yes,no,cellular,2,999,1,failure,-1.8,93.075,-47.1,1.41,5099.1,no
1953,44,management,married,basic.6y,yes,yes,cellular,1,999,0,nonexistent,-1.8,92.84299999999999,-50.0,1.757,5099.1,no
1954,39,admin.,married,high.school,no,no,cellular,1,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,no
1955,38,technician,married,professional.course,yes,yes,cellular,2,999,0,nonexistent,-1.8,92.84299999999999,-50.0,1.757,5099.1,yes
1956,59,blue-collar,married,basic.4y,no,no,telephone,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
1957,49,management,divorced,university.degree,yes,yes,cellular,1,999,0,nonexistent,-2.9,92.20100000000001,-31.4,0.883,5076.2,no
1958,51,admin.,married,university.degree,no,no,telephone,3,999,0,nonexistent,-2.9,92.963,-40.8,1.215,5076.2,no
1959,55,unemployed,married,university.degree,yes,no,cellular,2,999,0,nonexistent,-0.1,93.2,-42.0,4.0760000000000005,5195.8,no
1960,49,technician,divorced,high.school,yes,no,cellular,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.958,5228.1,no
1961,44,admin.,married,basic.4y,yes,no,cellular,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,no
1962,29,blue-collar,single,high.school,yes,yes,cellular,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.281,5099.1,no
1964,49,technician,married,professional.course,no,no,telephone,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
1965,45,admin.,divorced,basic.9y,no,no,cellular,3,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.327,5099.1,no
1966,39,blue-collar,married,basic.9y,no,no,telephone,2,999,1,failure,-0.1,93.2,-42.0,4.0760000000000005,5195.8,no
1967,35,blue-collar,married,basic.9y,no,no,telephone,2,999,0,nonexistent,1.1,93.994,-36.4,4.8580000000000005,5191.0,no
1969,30,services,single,high.school,no,no,cellular,2,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.244,5099.1,no
1970,26,management,single,university.degree,yes,no,cellular,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,no
1971,37,technician,single,professional.course,yes,no,cellular,1,999,1,failure,-0.1,93.2,-42.0,4.021,5195.8,no
1972,29,self-employed,married,basic.6y,yes,no,telephone,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
1973,54,blue-collar,married,basic.4y,no,no,cellular,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.2990000000000002,5099.1,no
1974,35,technician,married,university.degree,no,no,cellular,3,999,0,nonexistent,-2.9,92.20100000000001,-31.4,0.8690000000000001,5076.2,no
1975,41,technician,single,professional.course,yes,no,cellular,2,999,1,failure,-1.8,92.89299999999999,-46.2,1.291,5099.1,no
1976,31,technician,married,professional.course,no,no,telephone,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,no
1977,30,admin.,married,university.degree,no,no,cellular,7,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
1978,43,technician,married,professional.course,yes,no,cellular,3,999,1,failure,-0.1,93.2,-42.0,4.1530000000000005,5195.8,no
1979,31,blue-collar,married,professional.course,no,no,telephone,8,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
1980,33,admin.,single,university.degree,yes,no,telephone,3,6,2,success,-3.4,92.431,-26.9,0.74,5017.5,yes
1981,30,management,divorced,university.degree,no,yes,telephone,4,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
1982,47,admin.,single,university.degree,no,no,cellular,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
1983,32,services,married,professional.course,yes,no,cellular,3,999,1,failure,-1.8,92.89299999999999,-46.2,1.291,5099.1,no
1984,49,management,married,university.degree,yes,no,telephone,12,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,no
1985,41,technician,married,high.school,yes,no,telephone,24,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
1986,60,blue-collar,married,professional.course,no,no,telephone,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
1987,42,services,married,high.school,yes,no,cellular,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
1988,39,services,married,high.school,yes,no,cellular,2,6,3,success,-1.8,93.876,-40.0,0.6829999999999999,5008.7,yes
1990,29,blue-collar,married,basic.6y,yes,no,cellular,4,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.266,5099.1,no
1991,40,blue-collar,single,professional.course,yes,no,cellular,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,no
1992,30,services,married,high.school,no,no,telephone,2,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,no
1993,38,admin.,married,high.school,no,no,cellular,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.334,5099.1,no
1994,37,admin.,married,high.school,no,no,telephone,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
1995,60,blue-collar,divorced,basic.4y,no,no,cellular,3,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.963,5228.1,no
1996,26,blue-collar,single,basic.9y,yes,no,cellular,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.96,5228.1,no
1997,37,management,married,university.degree,no,no,telephone,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
1998,56,services,married,high.school,no,yes,telephone,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
1999,44,technician,married,high.school,yes,yes,cellular,2,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no
2000,46,admin.,married,high.school,no,no,cellular,2,999,1,failure,-1.8,92.89299999999999,-46.2,1.3130000000000002,5099.1,no
2001,59,admin.,married,university.degree,no,no,telephone,1,999,0,nonexistent,-0.1,93.79799999999999,-40.4,4.968,5195.8,yes
2002,52,services,married,high.school,yes,no,cellular,5,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
2003,40,technician,divorced,professional.course,no,no,cellular,4,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
2004,44,services,married,high.school,yes,no,telephone,3,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
2005,35,management,married,university.degree,yes,no,cellular,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,no
2006,33,technician,married,professional.course,no,no,cellular,3,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no
2007,38,blue-collar,married,basic.4y,yes,no,cellular,2,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.266,5099.1,no
2008,53,entrepreneur,married,basic.4y,yes,yes,cellular,2,999,0,nonexistent,-1.8,93.749,-34.6,0.644,5008.7,yes
2009,56,unemployed,divorced,high.school,yes,no,telephone,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no
2010,48,blue-collar,married,high.school,yes,no,cellular,6,999,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1,no
2011,45,admin.,divorced,high.school,yes,no,cellular,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,no
2012,56,admin.,married,university.degree,no,no,telephone,4,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
2013,48,management,married,university.degree,yes,no,cellular,1,999,1,failure,-3.4,92.431,-26.9,0.74,5017.5,yes
2014,62,admin.,married,high.school,no,no,telephone,2,999,0,nonexistent,-1.8,92.84299999999999,-50.0,1.52,5099.1,yes
2015,24,services,single,high.school,no,no,cellular,3,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.958,5228.1,yes
2016,33,admin.,single,high.school,no,no,cellular,1,999,0,nonexistent,-3.4,92.431,-26.9,0.731,5017.5,no
2017,49,technician,divorced,professional.course,yes,no,cellular,2,999,1,failure,-1.8,93.369,-34.8,0.635,5008.7,no
2018,54,housemaid,married,professional.course,no,no,telephone,2,999,0,nonexistent,-3.4,92.431,-26.9,0.7390000000000001,5017.5,no
2019,57,technician,divorced,university.degree,no,yes,telephone,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
2020,31,admin.,single,high.school,no,no,cellular,1,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,no
2021,51,admin.,married,university.degree,yes,no,cellular,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.963,5228.1,no
2022,35,admin.,single,basic.4y,no,no,telephone,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
2023,50,technician,single,university.degree,yes,no,telephone,1,999,0,nonexistent,-1.8,93.749,-34.6,0.644,5008.7,yes
2024,30,admin.,single,university.degree,yes,no,cellular,1,999,2,failure,-2.9,92.20100000000001,-31.4,0.8809999999999999,5076.2,no
2025,30,blue-collar,married,basic.9y,yes,no,cellular,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,no
2026,32,blue-collar,married,basic.6y,no,no,telephone,3,999,1,failure,-1.8,92.89299999999999,-46.2,1.281,5099.1,no
2027,45,blue-collar,single,high.school,yes,no,cellular,7,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.244,5099.1,no
2028,46,admin.,divorced,high.school,yes,no,cellular,1,999,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,yes
2029,48,blue-collar,married,basic.4y,no,no,telephone,4,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,no
2030,31,entrepreneur,single,university.degree,no,no,cellular,3,999,0,nonexistent,-0.1,93.2,-42.0,4.0760000000000005,5195.8,no
2031,40,technician,married,university.degree,yes,yes,cellular,2,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.25,5099.1,no
2033,42,technician,married,professional.course,no,no,cellular,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.264,5099.1,yes
2034,57,admin.,divorced,university.degree,no,no,telephone,1,999,0,nonexistent,-0.1,93.2,-42.0,4.663,5195.8,no
2035,47,technician,married,professional.course,no,no,telephone,6,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no
2036,36,technician,married,university.degree,yes,yes,cellular,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.264,5099.1,no
2037,53,services,married,high.school,no,no,telephone,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no
2038,58,self-employed,married,basic.9y,no,no,cellular,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
2040,35,admin.,single,university.degree,yes,no,cellular,1,999,1,failure,-1.8,92.89299999999999,-46.2,1.266,5099.1,no
2041,34,blue-collar,married,basic.9y,yes,no,telephone,4,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
2042,41,admin.,married,basic.6y,no,no,cellular,2,999,1,failure,-1.8,93.075,-47.1,1.479,5099.1,yes
2044,30,technician,single,professional.course,yes,no,cellular,3,999,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1,no
2045,37,services,single,high.school,yes,no,telephone,9,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
2046,53,services,married,basic.9y,yes,no,telephone,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.955,5228.1,no
2048,28,admin.,single,university.degree,yes,no,cellular,4,999,1,failure,-1.8,92.89299999999999,-46.2,1.25,5099.1,no
2049,29,entrepreneur,single,university.degree,no,no,telephone,1,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,no
2050,44,admin.,married,university.degree,yes,no,cellular,4,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,no
2051,56,retired,married,high.school,yes,yes,cellular,2,999,0,nonexistent,-2.9,92.469,-33.6,1.0590000000000002,5076.2,yes
2052,31,services,single,high.school,no,no,cellular,35,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.968,5228.1,no
2053,40,blue-collar,single,basic.9y,yes,no,telephone,3,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,no
2054,47,blue-collar,married,high.school,yes,yes,telephone,6,6,1,success,-1.8,92.89299999999999,-46.2,1.3130000000000002,5099.1,no
2055,37,management,single,university.degree,no,no,cellular,1,999,1,failure,-1.8,92.89299999999999,-46.2,1.344,5099.1,no
2056,57,retired,married,university.degree,yes,no,telephone,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
2057,37,blue-collar,single,professional.course,no,no,cellular,3,999,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1,no
2058,52,self-employed,single,basic.4y,yes,no,telephone,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no
2059,34,admin.,single,university.degree,no,yes,cellular,3,999,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1,no
2060,43,services,married,high.school,no,yes,telephone,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
2062,49,admin.,married,university.degree,no,no,cellular,1,999,1,failure,-0.1,93.2,-42.0,4.1530000000000005,5195.8,no
2063,25,admin.,single,high.school,yes,no,telephone,3,999,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1,no
2064,38,services,married,high.school,no,yes,cellular,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.968,5228.1,no
2065,40,unemployed,divorced,high.school,no,yes,telephone,1,999,0,nonexistent,1.4,94.465,-41.8,4.8660000000000005,5228.1,no
2066,31,technician,single,university.degree,no,no,cellular,1,999,1,failure,-0.1,93.2,-42.0,4.1530000000000005,5195.8,no
2067,29,technician,married,professional.course,no,no,telephone,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
2068,57,admin.,married,university.degree,yes,no,cellular,10,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,no
2069,38,management,married,university.degree,no,no,cellular,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.3130000000000002,5099.1,no
2070,48,admin.,single,university.degree,yes,no,cellular,2,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,no
2071,32,admin.,single,university.degree,no,no,cellular,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,yes
2072,30,self-employed,married,university.degree,yes,no,telephone,2,999,0,nonexistent,-3.4,92.37899999999999,-29.8,0.7709999999999999,5017.5,no
2073,52,retired,divorced,basic.4y,yes,yes,telephone,2,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
2074,34,services,divorced,high.school,no,no,cellular,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.25,5099.1,no
2075,60,blue-collar,married,basic.4y,yes,no,cellular,2,4,1,success,-1.1,94.76700000000001,-50.8,1.035,4963.6,no
2076,37,technician,married,professional.course,no,no,telephone,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
2077,47,technician,divorced,high.school,yes,no,cellular,5,999,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1,no
2079,28,admin.,married,university.degree,yes,no,cellular,3,999,1,failure,-1.7,94.027,-38.3,0.898,4991.6,no
2080,61,admin.,married,university.degree,yes,no,cellular,2,999,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,yes
2081,33,admin.,married,university.degree,yes,no,cellular,1,999,1,failure,-1.8,92.89299999999999,-46.2,1.266,5099.1,yes
2082,36,technician,married,professional.course,no,no,telephone,9,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
2083,53,services,married,basic.9y,yes,no,telephone,4,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
2085,31,self-employed,married,university.degree,yes,yes,telephone,1,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,no
2086,44,management,divorced,basic.9y,yes,no,telephone,2,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,no
2087,37,blue-collar,married,basic.9y,yes,no,cellular,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.327,5099.1,no
2088,32,technician,single,university.degree,yes,yes,cellular,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
2089,44,blue-collar,married,high.school,yes,no,telephone,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
2090,29,management,single,university.degree,yes,no,cellular,2,999,1,failure,-1.8,92.89299999999999,-46.2,1.3130000000000002,5099.1,no
2092,48,retired,married,basic.4y,no,yes,cellular,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,no
2093,33,services,single,university.degree,yes,no,cellular,2,3,2,success,-1.1,94.601,-49.5,0.977,4963.6,yes
2094,38,blue-collar,married,basic.6y,yes,no,telephone,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
2095,41,blue-collar,married,basic.4y,no,no,cellular,3,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
2096,57,housemaid,married,basic.4y,yes,no,telephone,3,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.966,5228.1,no
2097,35,blue-collar,married,basic.9y,no,no,telephone,3,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
2098,34,blue-collar,married,basic.9y,yes,no,cellular,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
2099,50,entrepreneur,married,basic.9y,yes,no,telephone,2,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no
2100,49,management,married,university.degree,no,no,cellular,1,999,1,failure,-1.8,93.075,-47.1,1.41,5099.1,no
2101,28,blue-collar,married,basic.9y,no,no,cellular,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.334,5099.1,no
2103,52,admin.,married,professional.course,yes,yes,cellular,2,6,1,success,-1.7,94.215,-40.3,0.893,4991.6,no
2104,35,admin.,single,professional.course,yes,no,telephone,4,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
2105,65,technician,married,professional.course,no,no,cellular,1,999,0,nonexistent,-1.1,94.199,-37.5,0.879,4963.6,no
2106,26,blue-collar,married,basic.9y,yes,no,cellular,3,999,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,no
2107,56,blue-collar,divorced,basic.9y,yes,yes,cellular,3,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,no
2108,39,housemaid,married,basic.9y,yes,no,cellular,4,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,no
2109,23,admin.,single,high.school,yes,no,cellular,3,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.96,5228.1,no
2110,32,admin.,single,university.degree,no,no,cellular,2,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,no
2111,35,admin.,single,university.degree,yes,no,cellular,1,999,0,nonexistent,-2.9,92.20100000000001,-31.4,0.883,5076.2,no
2112,50,management,married,university.degree,no,no,cellular,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,no
2114,58,retired,divorced,university.degree,yes,no,telephone,4,999,0,nonexistent,1.1,93.994,-36.4,4.8580000000000005,5191.0,no
2115,37,blue-collar,divorced,professional.course,yes,no,cellular,1,999,0,nonexistent,-0.1,93.2,-42.0,4.0760000000000005,5195.8,no
2116,34,admin.,single,university.degree,no,no,cellular,1,7,2,success,-3.4,92.649,-30.1,0.7140000000000001,5017.5,yes
2117,54,technician,married,professional.course,yes,no,telephone,3,999,0,nonexistent,1.1,93.994,-36.4,4.8580000000000005,5191.0,no
